Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Due Date,Votes,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocker),Outward issue link (Blocker),Outward issue link (Blocker),Outward issue link (Blocker),Outward issue link (Blocker),Outward issue link (Blocker),Outward issue link (Blocker),Outward issue link (Blocker),Outward issue link (Blocker),Outward issue link (Duplicate),Outward issue link (Reference),Outward issue link (Regression),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Attachment count),Custom field (Blog - New Blog Administrators),Custom field (Blog - New Blog PMC),Custom field (Blog - Write access),Custom field (Blog Administrator?),Custom field (Blogs - Admin for blog),Custom field (Blogs - Email Address),Custom field (Blogs - Existing Blog Access Level),Custom field (Blogs - Existing Blog Name),Custom field (Blogs - New Blog Write Access),Custom field (Blogs - Username),Custom field (Bug Category),Custom field (Bugzilla - Email Notification Address),Custom field (Bugzilla - List of usernames),Custom field (Bugzilla - PMC Name),Custom field (Bugzilla - Project Name),Custom field (Bugzilla Id),Custom field (Change Category),Custom field (Complexity),Custom field (Date of First Response),Custom field (Discovered By),Custom field (Docs Text),Custom field (Enable Automatic Patch Review),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Existing GitBox Approval),Custom field (External issue ID),Custom field (External issue URL),Custom field (Git Notification Mailing List),Custom field (Git Repository Import Path),Custom field (Git Repository Name),Custom field (Git Repository Type),Custom field (GitHub Options),Custom field (Github Integration),Custom field (Github Integrations - Other),Custom field (Global Rank),Custom field (INFRA - Subversion Repository Path),Custom field (Initial Confluence Contributors),Custom field (Last public comment date),Custom field (Machine Readable Info),Custom field (New-TLP-TLPName),Custom field (Priority),Custom field (Project),Custom field (Protected Branch),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Severity),Custom field (Severity),Custom field (Space Description),Custom field (Space Key),Custom field (Space Name),Custom field (Test and Documentation Plan),Custom field (Testcase included),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Please delete old releases from mirroring system,LOGGING-155,12681348,Bug,Closed,LOGGING,Commons Logging,software,issues@commons.apache.org,,http://commons.apache.org/logging/,Major,Invalid,,sebb@apache.org,sebb@apache.org,26/Nov/13 19:38,26/Nov/13 20:00,07/Apr/19 20:35,26/Nov/13 20:00,,,,,,,,,,,,0,,,"To reduce the load on the ASF mirrors, projects are required to delete old releases [1]

Please can you remove all non-current releases?

Thanks!

[Note that older releases are always available from the ASF archive server]

[1] http://www.apache.org/dev/release.html#when-to-archive
","http://www.apache.org/dist/logging/log4j/
http://www.apache.org/dist/logging/log4net/binaries/
http://www.apache.org/dist/logging/log4php/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2013-11-26 19:45:44.504,,,false,,,,,,,,,,,,,,,360613,,,Tue Nov 26 20:00:31 UTC 2013,,,,,,0|i1q5wv:,360912,,,,,,,,"26/Nov/13 19:45;tn;wrong project ;-)

There seems to be no Apache Logging TLP on jira, otherwise I would have moved it already.
Maybe move it to Log4J2?","26/Nov/13 20:00;sebb@apache.org;Oops!
See:  LOG4J2-456  LOG4NET-410  LOG4PHP-212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New attributes to be added in common logger manifest,LOGGING-154,12663605,Bug,Closed,LOGGING,Commons Logging,software,issues@commons.apache.org,,http://commons.apache.org/logging/,Major,Won't Fix,,hgusain,hgusain,14/Aug/13 10:15,09/Jul/14 20:14,07/Apr/19 20:35,14/Aug/13 13:05,,,,,,,,,,,,0,,,"Hi ,

We are using Commons logging  jar by apache.
But, due to new java 7 releases by oracle our applet starts throwing the new prompts they introduced for mixed code in their java 7 update 21 release<http://www.oracle.com/technetwork/java/javase/7u21-relnotes-1932873.html>.
Now to remove these prompts I have to add the Trusted-Library: true attribute into the Manifest.mf of all the jars we are using.
We also want to add the attribute Permissions: all-permissions to the manifest of the commons logging jar as per java 7 update 25<http://www.oracle.com/technetwork/java/javase/7u25-relnotes-1955741.html>.
Can you please provide a jar containing the two attributes in their Manifest.mf.

Regards
Himanshu Gusain
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2013-08-14 13:05:10.075,,,false,,,,,,,,,,,,,,,343606,,,Wed Aug 14 13:05:10 UTC 2013,,,,,,0|i1n98n:,343910,,,,,,,,"14/Aug/13 13:05;sebb@apache.org;As per the reply to the similar request for HttpClient [1]

'Trusted-Library' attribute is Applet runtime specific attribute. We do not distribute signed version of the HttpClient jars and therefore are not in a position to declare the library trusted. This is a responsibility of those who package and sign HttpClient jars as a part of an Applet distribution.

Same goes for RIA environments and the 'Permissions' attribute. Without specifying a 'Codebase' we are not in a position to set permission level to 'all-permissions'

[1] https://issues.apache.org/jira/browse/HTTPCLIENT-1386",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add .entry() and .exit(),LOGGING-153,12652841,New Feature,Closed,LOGGING,Commons Logging,software,issues@commons.apache.org,,http://commons.apache.org/logging/,Minor,Won't Fix,,lathspell,lathspell,14/Jun/13 09:31,09/Jul/14 20:14,07/Apr/19 20:35,15/Jul/13 21:08,1.1.2,,,,,,,,,,,0,,,"While playing around with log4j 2.x I found the log.entry() and log.exit() functions quite handy. They are just small wrappers around log.trace(""entering"") resp. log.trace(""exiting"") but still... would you mind to include those as well?
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2013-06-14 13:01:49.839,,,false,,,,,,,,,,,,,,,333164,,,Tue Jul 16 19:55:40 UTC 2013,,,,,,0|i1lh1r:,333492,,,,,,,,"14/Jun/13 13:01;garydgregory;Granted it is in beta, but why not plan on migrating to Log4J2 with the logging back-end of your choice?",14/Jun/13 13:20;lathspell;My project uses other packages that already use commons-logging so I wanted log4j2 as the backend and use commons-logging as facade in case I want to switch to something different. Therefore I do not want to depend on the log4j2 API.,"14/Jun/13 14:10;garydgregory;I am suggesting you can use Log4J2 as the facade and SLF4J as the back-end.

Feel free to provide a patch to commons-logging though ;)","18/Jun/13 13:14;lathspell;Inspired by your comment I read a bit about the various loggers and switched from commons logging to SLF4J (with logback), so you might as well close this wishtlist bug :-)","15/Jul/13 21:08;tn;Changes on the Log interface are not going to happen.
As suggested, better alternatives exist.",16/Jul/13 19:55;ebourg;This could be technically possible with Java 8 though.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helper class that redirects OutputStream to Log,LOGGING-152,12646986,Improvement,Open,LOGGING,Commons Logging,software,issues@commons.apache.org,,http://commons.apache.org/logging/,Major,,,dma_k,dma_k,10/May/13 08:25,10/May/13 08:33,07/Apr/19 20:35,,1.1.1,,,,,,,,,,,0,,,"Some libraries accept {{PrintStream}} or {{OutputStream}} as a target for debug messages to be printed to. The attached class acts as a bridge between {{OutputStream}} and {{org.apache.commons.logging.Log}}.

Example of usage:
{code}
PrintStream loggingPrintStream = new PrintStream(new LoggingOutputStream(logger, LoggingOutputStream.LogLevel.INFO, ""[XJC] ""));

com.sun.tools.xjc.Driver.run(opts, loggingPrintStream, loggingPrintStream);
{code}

Also has some overlap with LOGGING-110.",,,,,,,,,,,,,,,,,,,,,,10/May/13 08:30;dma_k;LoggingOutputStream.java;https://issues.apache.org/jira/secure/attachment/12582595/LoggingOutputStream.java,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,327343,,,2013-05-10 08:25:10.0,,,,,,0|i1kh9z:,327687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Invalid OSGi bundle id,LOGGING-151,12641526,Bug,Closed,LOGGING,Commons Logging,software,issues@commons.apache.org,,http://commons.apache.org/logging/,Major,Fixed,,kdaniel,kdaniel,09/Apr/13 06:31,20/May/13 17:22,07/Apr/19 20:35,15/Apr/13 18:48,1.1.2,,,,,,,,,1.1.3,,1,,,"Version 1.1.2 got a Manifest.mf that supports OSGi. Unfortunately, the bundle id specified there is incorrect. According to http://wiki.osgi.org/wiki/Bundle-SymbolicName ""A BSN often takes the form of a reverse domain name. "" So the proper and expected name would be org.apache.commons.logging .",,,,,,,,,,,,,,,,,,,,LOGGING-124,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2013-04-09 07:37:48.392,,,false,,,,,,,,,,,,,,,321942,,,Mon Apr 15 18:48:00 UTC 2013,,,,,,0|i1jjpb:,322287,,,,,,,,"09/Apr/13 07:37;tn;The same page also states:

{noformat}
If automatically generated via Maven Bundle Plugin, takes the form ${pom.groupId}.${pom.artifactId}, or ${pom.artifactId} if it already starts with ${pom.groupId}. 
{noformat}

and this is what has been used as the groupId/artifactId is still commons-logging.","09/Apr/13 08:19;kdaniel;Yes, I'm aware of that. I'd question the existing groupId/artifactId, too, if only had not it been used for such a long time in its current form.
The same wiki page provides an example which is in the form of a reverse domain name notation. Also, commons-logging is a widely distributed as an OSGI bundle in Eclipse, which wraps it as org.apache.commons.logging (according to http://wiki.eclipse.org/index.php/Naming_Conventions). 

Maven conventions (https://maven.apache.org/guides/mini/guide-naming-conventions.html) suggest groupId on a project level (org.apache.commons is listed as an example), so a natural consequence would be naming a jar logging.jar and getting ${pom.groupId}.${pom.artifactId} resolved to org.apache.commons.logging.

This is of course a very drastic change to the whole community, and I don't want to insist on it (although it would be nice).

I'm, however, using this package in Fedora, and it has been osgified there, and in Eclipse, for a long time, with org.apache.commons.logging id. Current name (commons-logging) is a breaker for me, and I'll have to patch it otherwise.","09/Apr/13 08:28;ebourg;For the record, Commons Collection which is still in the old commons-collections groupId has been OSGified with:

{code}Bundle-SymbolicName: org.apache.commons.collections{code}

Same thing with Commons Lang.","09/Apr/13 08:28;tn;The next release will update the groupId to org.apache.commons and we will also update the symbolic name accordingly.

Edit: prior to the 1.1.2 release the symbolic name was already changed to org.apache.commons.logging, but was reverted to commons-logging based on a patch from an Apache Felix committer (see LOGGING-124).",09/Apr/13 08:33;ebourg;If the next release has a new groupId that means it will be binary incompatible and live in a different package. That leaves the 1.1.x line with broken OSGi metadata forever.,11/Apr/13 18:33;tn;If everybody agrees that this is the right thing to do we can also do a quick 1.1.3 release which contains only this change.,11/Apr/13 21:57;garydgregory;I like following in [lang] and [collections]'s footsteps and a more conventional BSN.,"15/Apr/13 18:48;tn;BSN changed to ""org.apache.commons.logging"" in r1468180.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Add documentation on how to use commons logging in OSGi environments,LOGGING-149,12634479,Improvement,Closed,LOGGING,Commons Logging,software,issues@commons.apache.org,,http://commons.apache.org/logging/,Major,Fixed,britter,britter,britter,27/Feb/13 20:10,20/May/13 17:22,07/Apr/19 20:35,21/Mar/13 08:50,1.1.1,,,,,,,,,,,0,,,"As pointed out on the commons dev ML [1] and felix dev ML [2] it does not seem to be possible to make commons logging ready for OSGi.

There are some alternatives (repackaged bundles, using pax logging) to using commons logging directly in OSGi. This should be documented on the website.

[1] http://markmail.org/message/277c5mrpdpcfj4wr
[2] http://www.mail-archive.com/dev%40felix.apache.org/msg28887.html",,,,,,,,,,,,,,,,,,,,LOGGING-124,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,314972,,,Thu Mar 21 08:50:59 UTC 2013,,,,,,0|i1icp3:,315316,,,,,,,,27/Feb/13 20:23;britter;This should better be added to the FAQ (http://wiki.apache.org/commons/Logging/FrequentlyAskedQuestions) in the wiki.,27/Feb/13 20:54;britter;I've added a new subsection to http://wiki.apache.org/commons/Logging/FrequentlyAskedQuestions. Please comment!,21/Mar/13 08:50;britter;Closing this issue as discussed on the ML: http://markmail.org/message/i7knxxfmp5f24alk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LogFactory.diagnosticPrefix and diagnosticsStream could be final,LOGGING-148,12599313,Bug,Closed,LOGGING,Commons Logging,software,issues@commons.apache.org,,http://commons.apache.org/logging/,Minor,Fixed,,sebb@apache.org,sebb@apache.org,18/Jul/12 18:31,20/Mar/13 20:11,07/Apr/19 20:35,18/Jul/12 23:48,1.1.1,,,,,,,,,1.1.2,,0,,,"The static fields LogFactory.diagnosticPrefix and diagnosticsStream could be final.

This would require inlining the code for the private method initDiagnostics() which is only called from the static{} block.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,252758,,,Wed Jul 18 23:48:44 UTC 2012,,,,,,0|i0d7fr:,74981,,,,,,,,"18/Jul/12 23:48;sebb@apache.org;Proved easier to inline part of the method and keep the rest.

URL: http://svn.apache.org/viewvc?rev=1363177&view=rev
Log:
LOGGING-148 - LogFactory.diagnosticPrefix and diagnosticsStream could be final

Modified:
    commons/proper/logging/trunk/RELEASE-NOTES.txt
    commons/proper/logging/trunk/src/java/org/apache/commons/logging/LogFactory.java",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SimpleLog.log - unsafe update of shortLogName,LOGGING-147,12599310,Bug,Closed,LOGGING,Commons Logging,software,issues@commons.apache.org,,http://commons.apache.org/logging/,Major,Fixed,,sebb@apache.org,sebb@apache.org,18/Jul/12 18:23,20/Mar/13 20:11,07/Apr/19 20:35,18/Jul/12 23:31,1.1.1,,,,,,,,,1.1.2,,0,,,"shortLogName is lazily updated, but:

1) field is not volatile, so is not safely published
2) fiels is written twice, so if log is called by two threads, one might get a partial update.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,252759,,,Wed Jul 18 23:31:47 UTC 2012,,,,,,0|i0d7fz:,74982,,,,,,,,"18/Jul/12 23:31;sebb@apache.org;Used temporary string to avoid possible update window.
Does not matter so much that the field is not volatile, as the worst that can happen is the field is updated twice.

URL: http://svn.apache.org/viewvc?rev=1363173&view=rev
Log:
LOGGING-147 - SimpleLog.log - unsafe update of shortLogName

Modified:
    commons/proper/logging/trunk/RELEASE-NOTES.txt
    commons/proper/logging/trunk/src/java/org/apache/commons/logging/impl/SimpleLog.java
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LogFactory.nullClassLoaderFactory is not properly synchronized,LOGGING-146,12599303,Bug,Closed,LOGGING,Commons Logging,software,issues@commons.apache.org,,http://commons.apache.org/logging/,Major,Fixed,,sebb@apache.org,sebb@apache.org,18/Jul/12 17:34,20/Mar/13 20:11,07/Apr/19 20:35,18/Jan/13 12:56,1.1.1,,,,,,,,,1.1.2,,0,,,"Not all accesses to the protected static mutable field LogFactory.nullClassLoaderFactory are synch. using the same lock.

This is necessary to ensure safe publication of mutable fields.

As far as I can tell, the field is only required because a Hashtable cannot hold a null key. So it's not clear why the field is protected rather than private.

Also, it ought to be possible to replace the field with a dummy key object which can then be used in the Hashtable. That would simplify the code.
However, any subclasses that relied on the field contents might break.

If LogFactory is not intended to be part of the public API, then the field could be replaced by the dummy key approach.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2013-01-18 12:56:16.032,,,false,,,,,,,,,,,,,,,252760,,,Fri Jan 18 12:56:16 UTC 2013,,,,,,0|i0d7g7:,74983,,,,,,,,"18/Jan/13 12:56;tn;Made field volatile and deprecated in r1435122.

With the next major release the use of this field should be changed according to sebb's suggestions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LogFactoryImpl.setAttribute - possible NPE,LOGGING-145,12599277,Bug,Closed,LOGGING,Commons Logging,software,issues@commons.apache.org,,http://commons.apache.org/logging/,Minor,Fixed,,sebb@apache.org,sebb@apache.org,18/Jul/12 14:47,20/Mar/13 20:11,07/Apr/19 20:35,18/Jul/12 16:08,1.1.1,,,,,,,,,1.1.2,,0,,,"LogFactoryImpl.setAttribute will throw NPE for the following call:

setAttribute(LogFactory.TCCL_KEY, null);",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,252761,,,Wed Jul 18 16:08:55 UTC 2012,,,,,,0|i0d7gf:,74984,,,,,,,,"18/Jul/12 16:08;sebb@apache.org;URL: http://svn.apache.org/viewvc?rev=1362996&view=rev
Log:
LOGGING-145 - LogFactoryImpl.setAttribute - possible NPE

Modified:
    commons/proper/logging/trunk/RELEASE-NOTES.txt
    commons/proper/logging/trunk/src/java/org/apache/commons/logging/impl/LogFactoryImpl.java
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LogFactory/LogFactoryImpl ingore Throwable,LOGGING-144,12599272,Bug,Closed,LOGGING,Commons Logging,software,issues@commons.apache.org,,http://commons.apache.org/logging/,Major,Fixed,,sebb@apache.org,sebb@apache.org,18/Jul/12 14:25,20/Mar/13 20:11,07/Apr/19 20:35,22/Feb/13 14:49,1.1.1,,,,,,,,,1.1.2,,0,,,"The code in LogFactory/LogFactoryImpl catches and ignores Throwable in several places.

This is a bad idea, as some Throwables (e.g. ThreadDeath) should never be ignored.",,,,,,,,,,,,,,,,,,,,,,18/Jan/13 15:18;tn;LOGGING-144.patch;https://issues.apache.org/jira/secure/attachment/12565482/LOGGING-144.patch,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2013-01-13 19:28:30.609,,,false,,,,,,,,,,,,,,,252762,,,Fri Feb 22 14:49:51 UTC 2013,,,,,,0|i0d7gn:,74985,,,,,,,,"13/Jan/13 19:28;tn;Ok, but what should happen in such a case?","14/Jan/13 18:23;sebb@apache.org;Either don't catch everything, or rethrow those throwables that should not be caught.","18/Jan/13 15:18;tn;First bunch of changes, please review.

Missing is the catch in LogFactoryImpl.createLogFromClass which calls then handleFlawedDiscovery.","21/Feb/13 18:17;sebb@apache.org;The patch changes the code to how it should have been written originally.

However, it means that the code may potentially throw some additional unchecked exceptions, whereas previously the code would log them and continue.

If that is not acceptable, then the alternative approach is to use a method such as

org.apache.tomcat.util.ExceptionUtils.handleThrowable(Throwable t) [1]

For example:

{code}
} catch (Throwable t) {
    handleThrowable(t); // may not return
    logDiagnostic(...);
}
{code}

[1] http://svn.apache.org/repos/asf/tomcat/trunk/java/org/apache/tomcat/util/ExceptionUtils.java","21/Feb/13 18:37;tn;Thanks for the pointer, this looks cleaner compared to my patch.

Although, if I understand it correctly, this will also throw additional unchecked exceptions (ThreadDeath & VirtualMachineError) that where swallowed and logged before?","21/Feb/13 20:00;sebb@apache.org;bq. this will also throw additional unchecked exceptions (ThreadDeath & VirtualMachineError) that where swallowed and logged before?

Well, yes, but those exceptions should never have been swallowed.","21/Feb/13 20:22;tn;Ok fine, I will then update the patch with your suggestion.

Thanks again!",22/Feb/13 14:49;tn;Done in r1449064.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Update dependency on avalon-framework,LOGGING-143,12504875,Improvement,Open,LOGGING,Commons Logging,software,issues@commons.apache.org,,http://commons.apache.org/logging/,Minor,,,sochotnicky,sochotnicky,21/Apr/11 10:09,14/Nov/13 10:26,07/Apr/19 20:35,,1.1.1,,,,,,,,,2.0,,0,build,patch,Commons logging currently uses avalon-framework 4.1.3 while 4.3 exists and provides a nice split between api and implementation. Attached is a patch updating dependency to new version.,,,,,,,,,,,,,,,,,,,,,,21/Apr/11 10:10;sochotnicky;commons-logging-avalon-update.patch;https://issues.apache.org/jira/secure/attachment/12476984/commons-logging-avalon-update.patch,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,148318,,,Thu Apr 21 10:10:33 UTC 2011,,,,,,0|i0sp7j:,165561,,,,,,,,21/Apr/11 10:10;sochotnicky;Patch updating avalon-framework to 4.3 with split to api and impl.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Log4JLogger uses deprecated static members of Priority such as INFO,LOGGING-142,12502592,Bug,Closed,LOGGING,Commons Logging,software,issues@commons.apache.org,,http://commons.apache.org/logging/,Major,Fixed,,yaojingguo,yaojingguo,28/Mar/11 15:00,20/Mar/13 20:11,07/Apr/19 20:35,18/Jul/12 16:16,1.1.1,,,,,,,,,1.1.2,,0,,,"In version 1.1.1, Log4JLogger uses deprecated static members of Priority such as INFO to construct LoggingEvent. In version 1.0.4, static members from Level are used rather than from Priority. I think that this is a regression.",,7200,7200,,0%,7200,7200,,,,,,,,,,,,,,,28/Mar/11 15:24;yaojingguo;LOGGING-142.patch;https://issues.apache.org/jira/secure/attachment/12474781/LOGGING-142.patch,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2012-07-18 16:15:31.963,,,false,,,,,,,,,,,,,,,43709,,,Wed Jul 18 16:16:32 UTC 2012,,,,,,0|i0d7gv:,74986,,,,,,,,28/Mar/11 15:24;yaojingguo;Patch available.,"18/Jul/12 16:15;sebb@apache.org;In 1.0.4, the code used both Level and Priority.

The reason for this was that it was thought that log4j 1.3 was likely to change Level so it no longer extended Priority.
However, 1.3 never really happened; 1.3 was only released as alpha code.","18/Jul/12 16:16;sebb@apache.org;URL: http://svn.apache.org/viewvc?rev=1362982&view=rev
Log:
Replace deprecated field references

Modified:
    commons/proper/logging/trunk/src/java/org/apache/commons/logging/impl/Log4JLogger.java
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Getting NoClassDefFoundError,LOGGING-141,12498086,Bug,Closed,LOGGING,Commons Logging,software,issues@commons.apache.org,,http://commons.apache.org/logging/,Blocker,Invalid,,palani12kumar,palani12kumar,09/Feb/11 06:40,09/Feb/11 12:22,07/Apr/19 20:35,09/Feb/11 12:22,1.1.1,,,,,,,,,1.1.1,,0,logging,,"Getting the following exception while implementing DWR2.0 to the existing application. The commons-logging.jar is there in the classpath, but still, facing this issue. 

java.lang.NoClassDefFoundError: org/apache/commons/logging/LogFactory
        at org.directwebremoting.dwrp.PollHandler.<clinit>(PollHandler.java:443)
        at java.lang.Class.forName0(Native Method)
        at java.lang.Class.forName(Class.java:141)
        at org.directwebremoting.impl.ContainerUtil.class$(ContainerUtil.java:97)
        at org.directwebremoting.impl.ContainerUtil.setupDefaults(ContainerUtil.java:150)
        at org.directwebremoting.impl.ContainerUtil.setupDefaultContainer(ContainerUtil.java:125)
        at org.directwebremoting.servlet.DwrServlet.init(DwrServlet.java:73)
        at weblogic.servlet.internal.ServletStubImpl$ServletInitAction.run(ServletStubImpl.java:1028)
        at weblogic.security.acl.internal.AuthenticatedSubject.doAs(AuthenticatedSubject.java:321)
        at weblogic.security.service.SecurityManager.runAs(SecurityManager.java:121)
        at weblogic.servlet.internal.ServletStubImpl.createServlet(ServletStubImpl.java:904)
        at weblogic.servlet.internal.ServletStubImpl.createInstances(ServletStubImpl.java:883)
        at weblogic.servlet.internal.ServletStubImpl.prepareServlet(ServletStubImpl.java:822)
        at weblogic.servlet.internal.ServletStubImpl.getServlet(ServletStubImpl.java:535)
        at weblogic.servlet.internal.ServletStubImpl.invokeServlet(ServletStubImpl.java:373)
        at weblogic.servlet.internal.ServletStubImpl.invokeServlet(ServletStubImpl.java:315)
        at weblogic.servlet.internal.WebAppServletContext$ServletInvocationAction.run(WebAppServletContext.java:6718)
        at weblogic.security.acl.internal.AuthenticatedSubject.doAs(AuthenticatedSubject.java:321)
        at weblogic.security.service.SecurityManager.runAs(SecurityManager.java:121)
        at weblogic.servlet.internal.WebAppServletContext.invokeServlet(WebAppServletContext.java:3764)
        at weblogic.servlet.internal.ServletRequestImpl.execute(ServletRequestImpl.java:2644)
        at weblogic.kernel.ExecuteThread.execute(ExecuteThread.java:219)
        at weblogic.kernel.ExecuteThread.run(ExecuteThread.java:178)


Please let me know the possible solution as soon as possible. its blocking the work flow for the past two days.","Weblogic 8, DWR2.0, Java 1.4/1.5, WindowsXP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2011-02-09 07:30:15.855,,,false,,,,,,,,,,,,,,,148317,,,Wed Feb 09 12:22:55 UTC 2011,,,,,,0|i0d7h3:,74987,,,,,,,,09/Feb/11 07:30;joehni;You have obviously multiple commons-logging implementations in your classpath and this is the normal error for such a case (not specific to commons-logging).,09/Feb/11 09:09;palani12kumar;Thanks for the comment. Got cleared.,"09/Feb/11 12:22;joehni;Fine, but in this case you could have closed th issue yourself. Please ask next time first on the user's list if you have a problem.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Request of source code of ,LOGGING-140,12480210,Wish,Closed,LOGGING,Commons Logging,software,issues@commons.apache.org,,http://commons.apache.org/logging/,Major,Invalid,,abcindia,abcindia,17/Nov/10 11:47,20/Mar/13 20:11,07/Apr/19 20:35,17/Nov/10 12:08,,,,,,,,,,,,0,,,Can you please tell us the from where we can download the common.Logging.Log4Net - 1.2,.Net 2008,3600,3600,,0%,3600,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,2010-11-17 12:08:51.97,,,false,,,,,,,,,,,,,,,148316,,,Wed Nov 17 12:08:51 UTC 2010,,,,,,0|i0sp7r:,165562,,,,,,,,"17/Nov/10 12:08;sebb@apache.org;There is no such product as Commons Logging Log4Net.

Perhaps you meant Apache log4Net? See:

http://logging.apache.org/log4net/index.html

and follow the links.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Show stacktrace for flawed discovery in diagnostic messages,LOGGING-138,12477410,Improvement,Closed,LOGGING,Commons Logging,software,issues@commons.apache.org,,http://commons.apache.org/logging/,Major,Fixed,,vicaya,vicaya,14/Oct/10 23:16,20/Mar/13 20:11,07/Apr/19 20:35,20/Feb/13 11:40,1.1.0,1.1.1,,,,,,,,1.1.2,,0,,,"It looks like since 1.1, if a custom log appender throws an exception the stack trace is not shown in diagnostic messages, making it harder (than 1.0.4) to find out the root cause of the log initialization problem.

Here is a simple patch against the trunk to address the issue.",,,,,,,,,,,,,,,,,,,,,,14/Oct/10 23:18;vicaya;logging-138-trunk-v1.patch;https://issues.apache.org/jira/secure/attachment/12457207/logging-138-trunk-v1.patch,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2013-02-20 11:40:12.644,,,false,,,,,,,,,,,,,,,148315,,,Wed Feb 20 11:40:12 UTC 2013,,,,,,0|i0sp7z:,165563,,,,,,,,"20/Feb/13 11:40;tn;Added in r1448097.
Used a StringWriter instead of your patch, thanks for the report!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
